log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
1,고객지원팀,user_b08_cs_01,Blob Storage 용어의 의미와 예시를 간단히 정리해줘,gpt-4o,224,432,656,1.8,2026-04-18 14:20:00
2,마케팅팀,user_b08_mkt_16,"응답 시간 지표를 기준으로 다음 달 예상 리스크를 설명해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,553,470,1023,0.62,2026-06-23 09:37:00
3,개발팀,user_b08_dev_09,지난달 Azure OpenAI 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,610,1243,1853,1.06,2026-01-03 13:51:00
4,재무/기획팀,user_b08_finplan_09,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,1370,514,1884,0.72,2026-02-10 16:54:00
5,재무/기획팀,user_b08_finplan_04,"부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,557,931,1488,0.82,2026-02-28 17:33:00
6,고객지원팀,user_b08_cs_09,"대시보드 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,972,767,1739,1.03,2026-09-22 17:31:00
7,재무/기획팀,user_b08_finplan_07,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,760,403,1163,0.48,2026-03-31 17:06:00
8,영업팀,user_b08_sales_02,응답 시간 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,795,544,1339,0.6,2026-09-28 11:14:00
9,재무/기획팀,user_b08_finplan_21,"이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,1017,673,1690,0.96,2026-04-24 09:46:00
10,재무/기획팀,user_b08_finplan_30,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4.1-mini,451,1149,1600,1.22,2026-08-11 10:53:00
11,영업팀,user_b08_sales_05,"테스트용으로 대시보드 모듈의 단위 테스트 코드를 만들어줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4.1-mini,789,1039,1828,1.23,2026-05-20 16:36:00
12,인사팀,user_b08_hr_18,전환율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,983,540,1523,0.64,2026-02-09 14:07:00
13,인사팀,user_b08_hr_21,기능 사용률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,606,457,1063,0.49,2026-09-20 11:25:00
14,영업팀,user_b08_sales_02,"제안서 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,775,925,1700,0.87,2026-01-08 14:25:00
15,재무/기획팀,user_b08_finplan_09,Django 용어의 의미와 예시를 간단히 정리해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4.1-mini,168,312,480,0.35,2026-07-16 15:56:00
16,고객지원팀,user_b08_cs_31,테스트용으로 사용량 통계 모듈의 단위 테스트 코드를 만들어줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4.1-mini,653,806,1459,0.97,2026-07-21 15:26:00
17,재무/기획팀,user_b08_finplan_31,Django와 Azure OpenAI의 차이를 비교해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,121,501,622,0.4,2026-08-23 11:48:00
18,고객지원팀,user_b08_cs_07,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,480,691,1171,0.62,2026-06-13 13:14:00
19,고객지원팀,user_b08_cs_07,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,536,656,1192,0.79,2026-04-30 13:08:00
20,개발팀,user_b08_dev_06,에러율 지표를 기준으로 다음 달 예상 리스크를 설명해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1-mini,966,925,1891,1.18,2026-04-02 13:16:00
21,재무/기획팀,user_b08_finplan_21,재무/기획팀에서 공유할 사용자 증가율 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,515,1279,1794,1.06,2026-07-04 15:15:00
22,마케팅팀,user_b08_mkt_16,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4.1,527,1025,1552,5.15,2026-01-22 15:59:00
23,재무/기획팀,user_b08_finplan_25,지난달 사업 전략 성과를 팀장 보고용 보고서 형식으로 정리해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4.1-mini,733,686,1419,0.88,2026-04-29 13:35:00
24,고객지원팀,user_b08_cs_20,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,622,500,1122,0.52,2026-01-09 16:37:00
25,고객지원팀,user_b08_cs_23,Blob Storage를 사용할 때 주의할 점을 알려줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,293,222,515,0.3,2026-02-06 10:30:00
26,재무/기획팀,user_b08_finplan_15,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4.1-mini,943,1184,2127,1.41,2026-04-17 15:45:00
27,영업팀,user_b08_sales_06,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1-mini,951,436,1387,0.72,2026-04-05 11:11:00
28,재무/기획팀,user_b08_finplan_29,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1,972,493,1465,3.54,2026-06-22 12:02:00
29,재무/기획팀,user_b08_finplan_09,클릭률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,449,792,1241,0.69,2026-09-09 14:23:00
30,개발팀,user_b08_dev_02,알림 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,771,1073,1844,0.98,2026-09-27 17:49:00
31,재무/기획팀,user_b08_finplan_04,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,750,552,1302,0.59,2026-05-02 11:02:00
32,고객지원팀,user_b08_cs_07,재문의율 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,731,746,1477,0.73,2026-01-21 12:40:00
33,개발팀,user_b08_dev_21,Node.js에서 분류 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1,498,876,1374,4.47,2026-07-11 16:08:00
34,인사팀,user_b08_hr_01,대시보드 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,725,870,1595,1.05,2026-05-12 10:36:00
35,재무/기획팀,user_b08_finplan_27,"경쟁사 분석 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,625,1054,1679,0.92,2026-09-10 15:55:00
36,마케팅팀,user_b08_mkt_17,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit,gpt-4.1-mini,485,1177,1662,1.26,2026-09-19 16:06:00
37,개발팀,user_b08_dev_02,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: ValidationError: missing field,gpt-4o-mini,1118,1322,2440,1.24,2026-02-12 11:21:00
38,재무/기획팀,user_b08_finplan_04,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,469,814,1283,0.71,2026-04-07 15:44:00
39,마케팅팀,user_b08_mkt_26,마케팅팀에서 공유할 시장 조사 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,625,1121,1746,0.97,2026-09-25 09:20:00
40,영업팀,user_b08_sales_11,브랜드 검색량 지표를 기준으로 다음 달 예상 리스크를 설명해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,460,591,1051,0.55,2026-07-13 15:56:00
41,인사팀,user_b08_hr_13,"지원자 수 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o,699,1233,1932,5.22,2026-02-12 11:33:00
42,인사팀,user_b08_hr_03,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,559,624,1183,0.6,2026-03-08 09:26:00
43,재무/기획팀,user_b08_finplan_24,재무/기획팀에서 공유할 투자 우선순위 결과 보고서를 1페이지 분량으로 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,439,920,1359,0.78,2026-05-23 14:17:00
